"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"VA-DISSOLV-VOLUNT-OT-001","Virginia","VA","VD","Yes",1,1,2,7,52,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","VA Code § 13.1-904 ;; 13-1-904","virginia","Code","no",,"{SS}: 13.1-904 ;; 13-1-904","{SS}: 13.1-904","{SS}: 13-1-904","A. At any time after dissolution is approved, the corporation may dissolve by filing with the Commission articles of dissolution setting forth:1. The name of the corporation.2. The date dissolution was authorized.3. Where there are members having voting rights, either (i) a statement that dissolution was authorized by unanimous consent of the members, or (ii) a statement that the proposed dissolution was submitted to the members by the board of directors in accordance with this article and a statement of (a) the existence of a quorum of each voting group entitled to vote separately on dissolution and (b) either the total number of votes cast for and against dissolution by each voting group entitled to vote separately on dissolution or the total number of undisputed votes cast for dissolution separately by each voting group and a statement that the number cast for dissolution by each voting group was sufficient for approval by that voting group.4. Where there are no members, or no members having voting rights, then a statement of that fact, the date of the meeting of the board of directors at which the dissolution was authorized and a statement of the fact that dissolution was authorized by the vote of a majority of the directors in office.B. If the Commission finds that the articles of dissolution comply with the requirements of law and that the corporation has paid all required fees and taxes imposed by laws administered by the Commission, it shall issue a certificate of dissolution.C. A corporation is dissolved upon the effective date of the certificate of dissolution.D. For purposes of ssss 13.1-902 through 13.1-908.2, ""dissolved corporation"" means a corporation whose articles of dissolution have become effective; the term includes a successor entity to which the remaining assets of the corporation are transferred subject to its liabilities for purposes of liquidation.Code 1950, ssss 13.1-252, 13.1-253; 1956, c. 428; 1974, c. 452; 1975, c. 500; 1985, c. 522; 2003, c. 596; 2007, c. 925.","File with State Corp. Comm., VA Code Ann. § 13.1-904",,,,,,,,,,"VA-DISSOLV-VOLUNT-OT",1,"10","2376","id-vi-011","id-2376","Voluntary Dissolutions - Other","{SS}: 13.1-904 ;; {SS}: 13-1-904"
"VA-DISSOLV-JUDICI-AG-001","Virginia","VA","JD","Yes",1,2,3,7,52,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","VA Code § 13.1-907 ;; 13-1-907","virginia","Code","no",,"{SS}: 13.1-907 ;; 13-1-907","{SS}: 13.1-907","{SS}: 13-1-907","A. The assets of a corporation in the process of dissolution shall be applied and distributed as follows:1. All liabilities and obligations of the corporation shall be paid, satisfied and discharged, or adequate provision shall be made therefor;2. Assets held by the corporation upon condition requiring return, transfer or conveyance, which condition occurs by reason of the dissolution, shall be returned, transferred or conveyed in accordance with such requirements;3. Assets received and held by the corporation subject to limitations permitting their use only for charitable, religious, eleemosynary, benevolent, educational or similar purposes, but not held upon a condition requiring return, transfer or conveyance by reason of the dissolution, shall be transferred or conveyed to one or more domestic or foreign corporations, societies or organizations engaged in activities substantially similar to those of the dissolving corporation, pursuant to a plan of distribution adopted as provided in this Act or as a court may direct;4. Other assets, if any, shall be distributed in accordance with the provisions of the articles of incorporation or the bylaws to the extent that the articles of incorporation or bylaws determine the distributive rights of members, or any class or classes of members, or provide for distribution to others;5. Any remaining assets may be distributed to such persons, societies, organizations or domestic or foreign corporations, whether issuing shares or not, as may be specified in a plan of distribution adopted as provided in this Act or as a court may direct.B. A plan providing for the distribution of assets, not inconsistent with the provisions of this Act, may be adopted by a corporation in the process of dissolution and shall be adopted by a corporation for the purpose of authorizing any transfer or conveyance of assets for which this Act requires a plan of distribution. A plan shall be adopted in accordance with the procedures established in ss 13.1-902 or 13.1-903, as the case may be.Code 1950, ssss 13-237, 13.1-249, 13.1-250; 1956, c. 428; 1985, c. 522; 2007, c. 925.","VA Code Ann. § 13.1-907, 13.1-915; Va. Code Ann. § 2.2-507.1",,,,,,,,,,"VA-DISSOLV-JUDICI-AG",1,"11","2377","id-vi-012","id-2377","Judicial Dissolutions - AG","{SS}: 13.1-907 ;; {SS}: 13-1-907"
"VA-DISSOLV-JUDICI-AG-002","Virginia","VA","JD","Yes",1,2,3,7,52,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","VA Code § 2.2-507.1",,"Code","no",,"{SS}: 2.2-507.1","{SS}: 2.2-507.1","",,"VA Code Ann. § 13.1-907, 13.1-915; Va. Code Ann. § 2.2-507.1",,,,,,,,,,"VA-DISSOLV-JUDICI-AG",2,"11","2378","id-vi-013","id-2378","Judicial Dissolutions - AG","{SS}: 2.2-507.1"
"VA-DISSOLV-JUDICI-OT-001","Virginia","VA","JD","Yes",1,1,3,7,52,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","VA Code § 13.1-911 ;; 13-1-911","virginia","Code","no",,"{SS}: 13.1-911 ;; 13-1-911","{SS}: 13.1-911","{SS}: 13-1-911","A. If after a hearing the court determines that one or more grounds for judicial dissolution described in ss 13.1-909 exist, it may enter a decree directing that the corporation shall be dissolved. The clerk of the court shall deliver a certified copy of the decree to the Commission, which shall enter an order of involuntary dissolution.B. After the order of involuntary dissolution has been entered, the court shall direct the winding up and liquidation of the corporation's business and affairs in accordance with ssss 13.1-906 and 13.1-907 and the notification of claimants in accordance with ssss 13.1-908, 13.1-908.1, and 13.1-908.2. When all of the assets of the corporation have been distributed, the court shall so advise the Commission, which shall enter an order of termination of corporate existence.Code 1950, ssss 13.1-262, 13.1-263; 1956, c. 428; 1985, c. 522; 2007, c. 925.","VA Code Ann. § 13.1-911",,,,,,,,,,"VA-DISSOLV-JUDICI-OT",1,"12","2379","id-vi-014","id-2379","Judicial Dissolutions - Other","{SS}: 13.1-911 ;; {SS}: 13-1-911"
"VA-DISSOLV-ADMINI-AG-001","Virginia","VA","AD","Yes",1,1,2,7,52,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","AG","Attorney General","VA Code § 13.1-915 ;; 13-1-915","virginia","Code","no",,"{SS}: 13.1-915 ;; 13-1-915","{SS}: 13.1-915","{SS}: 13-1-915","A. The corporate existence of a corporation may be terminated involuntarily by order of the Commission when it finds that the corporation (i) has continued to exceed or abuse the authority conferred upon it by law; (ii) has failed to maintain a registered office or a registered agent in the Commonwealth as required by law; (iii) has failed to file any document required by this Act to be filed with the Commission; or (iv) has been convicted for a violation of 8 U.S.C. ss 1324a(f), as amended, for actions of its officers and directors constituting a pattern or practice of employing unauthorized aliens in the Commonwealth. Upon termination, the properties and affairs of the corporation shall pass automatically to its directors as trustees in liquidation. The trustees then shall proceed to collect the assets of the corporation, and pay, satisfy and discharge its liabilities and obligations and do all other acts required to liquidate its business and affairs. After paying or adequately providing for the payment of all its obligations, the trustees shall distribute the remainder of its assets in accordance with ss 13.1-907. A corporation whose existence is terminated pursuant to clause (iv) shall not be eligible for reinstatement for a period of not less than one year.B. Any corporation convicted of the offense listed in clause (iv) of subsection A shall immediately report such conviction to the Commission and file with the Commission an authenticated copy of the judgment or record of conviction.C. Before entering any such order the Commission shall issue a rule against the corporation giving it an opportunity to be heard and show cause why such an order should not be entered. The Commission may issue the rule on its own motion or on motion of the Attorney General.Code 1950, ss 13.1-256; 1956, c. 428; 1958, c. 506; 1968, c. 116; 1976, c. 350; 1985, c. 522; 1991, c. 310; 2007, c. 925; 2008, cc. 588, 770.","VA Code Ann. § 13.1-915",,,,,,,,,,"VA-DISSOLV-ADMINI-AG",1,"13","2380","id-vi-015","id-2380","Administrative Dissolutions - AG","{SS}: 13.1-915 ;; {SS}: 13-1-915"
"VA-DISSOLV-ADMINI-OT-001","Virginia","VA","AD","Yes",1,1,2,7,52,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","OT","Other","VA Code § 13.1-915 ;; 13-1-915","virginia","Code","no",,"{SS}: 13.1-915 ;; 13-1-915","{SS}: 13.1-915","{SS}: 13-1-915","A. The corporate existence of a corporation may be terminated involuntarily by order of the Commission when it finds that the corporation (i) has continued to exceed or abuse the authority conferred upon it by law; (ii) has failed to maintain a registered office or a registered agent in the Commonwealth as required by law; (iii) has failed to file any document required by this Act to be filed with the Commission; or (iv) has been convicted for a violation of 8 U.S.C. ss 1324a(f), as amended, for actions of its officers and directors constituting a pattern or practice of employing unauthorized aliens in the Commonwealth. Upon termination, the properties and affairs of the corporation shall pass automatically to its directors as trustees in liquidation. The trustees then shall proceed to collect the assets of the corporation, and pay, satisfy and discharge its liabilities and obligations and do all other acts required to liquidate its business and affairs. After paying or adequately providing for the payment of all its obligations, the trustees shall distribute the remainder of its assets in accordance with ss 13.1-907. A corporation whose existence is terminated pursuant to clause (iv) shall not be eligible for reinstatement for a period of not less than one year.B. Any corporation convicted of the offense listed in clause (iv) of subsection A shall immediately report such conviction to the Commission and file with the Commission an authenticated copy of the judgment or record of conviction.C. Before entering any such order the Commission shall issue a rule against the corporation giving it an opportunity to be heard and show cause why such an order should not be entered. The Commission may issue the rule on its own motion or on motion of the Attorney General.Code 1950, ss 13.1-256; 1956, c. 428; 1958, c. 506; 1968, c. 116; 1976, c. 350; 1985, c. 522; 1991, c. 310; 2007, c. 925; 2008, cc. 588, 770.","VA Code Ann. § 13.1-915",,,,,,,,,,"VA-DISSOLV-ADMINI-OT",1,"14","2381","id-vi-016","id-2381","Administrative Dissolutions - Other","{SS}: 13.1-915 ;; {SS}: 13-1-915"
"VA-HOSPCON-STATUT-NS-001","Virginia","VA","HS","Yes",1,1,1,4,52,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","STATUT","Has Statute","REQMNT","requirement","NS","Not Specific","VA Code § 55-531",,"Code","no",,"{SS}: 55-531","{SS}: 55-531","",,"Va. Code Ann. §§ 55-531 - 55-533",,,,,,,,,,"VA-HOSPCON-STATUT-NS",1,"15","2382","id-vi-017","id-2382","Has Statute","{SS}: 55-531"
"VA-HOSPCON-OVERSI-AG-001","Virginia","VA","NO","Yes",1,1,2,4,52,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","AG","Attorney General","VA Code § 55-532",,"Code","no",,"{SS}: 55-532","{SS}: 55-532","",,"Va. Code Ann. § 55-532",,,,,,,,,,"VA-HOSPCON-OVERSI-AG",1,"16","2383","id-vi-018","id-2383","Requires Notice or Oversight by AG","{SS}: 55-532"
"VA-HOSPCON-OVERSI-OT-001","Virginia","VA","NO","No",1,1,2,4,52,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"VA-HOSPCON-OVERSI-OT",1,"17","2384","id-vi-019","id-2384","Requires Notice or Oversight by Other",""
"VA-HOSPCON-FILING-OT-001","Virginia","VA","RF","No",1,1,1,4,52,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","FILING","Requires Filing","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"No",,,,,,,,,,"VA-HOSPCON-FILING-OT",1,"18","2385","id-vi-020","id-2385","Requires Filing - Other",""
"VA-AUDITFI-AUDITS-NS-001","Virginia","VA","RA","*",1,1,1,2,52,"AUDITFI","Audits","AUDITS","Requires Audit","REQMNT","requirement","NS","Not Specific","VA Code § 58.1-609.11(C)(4)",,"Code","no",,"{SS}: 58.1-609.11(C)(4)","{SS}: 58.1-609.11(C)(4)","",,"No, but orgs with over $1 million in revenue may be asked for an audit to receive exemption from sales and use taxes. Va. Code Ann. § 58.1-609.11(C)(4)",,,,,,,,,,"VA-AUDITFI-AUDITS-NS",1,"19","2386","id-vi-021","id-2386","Requires Audit","{SS}: 58.1-609.11(C)(4)"
"VA-AUDITFI-THRESH-NS-001","Virginia","VA","AT",,1,1,1,2,52,"AUDITFI","Audits","THRESH","Audit Threshold","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"$ 1 million",,,,,,,,,,"VA-AUDITFI-THRESH-NS",1,"20","2387","id-vi-022","id-2387","Audit Threshold",""
"VA-REGILAW-REGIST-NS-001","Virginia","VA","RL","Yes",1,1,1,1,52,"REGILAW","Registration Law","REGIST","Registration Law","EXMPTN","exemption","NS","Not Specific","VA Code § 57-49",,"Code","no",,"{SS}: 57-49","{SS}: 57-49","",,"VA Code Ann. § 57-49",,,,,,,,,,"VA-REGILAW-REGIST-NS",1,"21","2388","id-vi-023","id-2388","Registration Law","{SS}: 57-49"
"VA-ORGTYPE-RELIGI-NS-001","Virginia","VA","RO","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","RELIGI","Religious Organizations","EXMPTN","exemption","NS","Not Specific","VA Code § 57-48",,"Code","no",,"{SS}: 57-48","{SS}: 57-48","",,"VA Code Ann. § 57-48",,,,,,,,,,"VA-ORGTYPE-RELIGI-NS",1,"22","2389","id-vi-024","id-2389","Religious Organizations","{SS}: 57-48"
"VA-ORGTYPE-SMALLO-NS-001","Virginia","VA","SO","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","SMALLO","Small organizations","EXMPTN","exemption","NS","Not Specific","VA Code § 57-60(A)(3)",,"Code","no",,"{SS}: 57-60(A)(3)","{SS}: 57-60(A)(3)","",,"VA Code Ann. § 57-60(A)(3) ($5,000)",,,,,,,,,,"VA-ORGTYPE-SMALLO-NS",1,"23","2390","id-vi-025","id-2390","Small organizations","{SS}: 57-60(A)(3)"
"VA-ORGTYPE-EDUCAT-NS-001","Virginia","VA","EI","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","EDUCAT","Educational Institutions","EXMPTN","exemption","NS","Not Specific","VA Code § 57-60(A)(1)",,"Code","no",,"{SS}: 57-60(A)(1)","{SS}: 57-60(A)(1)","",,"VA Code Ann. § 57-60(A)(1)",,,,,,,,,,"VA-ORGTYPE-EDUCAT-NS",1,"24","2391","id-vi-026","id-2391","Educational Institutions","{SS}: 57-60(A)(1)"
"VA-ORGTYPE-GOVMNT-NS-001","Virginia","VA","GO","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","GOVMNT","Governmental Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-GOVMNT-NS",1,"25","2392","id-vi-027","id-2392","Governmental Organizations",""
"VA-ORGTYPE-HOSPIT-NS-001","Virginia","VA","HO","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","HOSPIT","Hospitals","EXMPTN","exemption","NS","Not Specific","VA Code § 57-60(A)(7)",,"Code","no",,"{SS}: 57-60(A)(7)","{SS}: 57-60(A)(7)","",,"Charitable hospitals: VA Code Ann. § 57-60(A)(7)",,,,,,,,,,"VA-ORGTYPE-HOSPIT-NS",1,"26","2393","id-vi-028","id-2393","Hospitals","{SS}: 57-60(A)(7)"
"VA-ORGTYPE-VETERA-NS-001","Virginia","VA","VO","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","VETERA","Veterans organizations","EXMPTN","exemption","NS","Not Specific","VA Code § 57-60(A)(8)",,"Code","no",,"{SS}: 57-60(A)(8)","{SS}: 57-60(A)(8)","",,"VA Code Ann. § 57-60(A)(8)",,,,,,,,,,"VA-ORGTYPE-VETERA-NS",1,"27","2394","id-vi-029","id-2394","Veterans organizations","{SS}: 57-60(A)(8)"
"VA-ORGTYPE-FNDYES-NS-001","Virginia","VA","FD","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDYES","Foundations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-FNDYES-NS",1,"28","2395","id-vi-030","id-2395","Foundations",""
"VA-ORGTYPE-FNDNOS-NS-001","Virginia","VA","FS","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDNOS","Foundations that don't solicit contributions","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-FNDNOS-NS",1,"29","2396","id-vi-031","id-2396","Foundations that don't solicit contributions",""
"VA-ORGTYPE-CTRUST-NS-001","Virginia","VA","CT","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CTRUST","Charitable Trusts","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-CTRUST-NS",1,"30","2397","id-vi-032","id-2397","Charitable Trusts",""
"VA-ORGTYPE-PTOEDU-NS-001","Virginia","VA","PT","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","PTOEDU","Parent-Teacher Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-PTOEDU-NS",1,"31","2398","id-vi-033","id-2398","Parent-Teacher Organizations",""
"VA-ORGTYPE-CONGRE-NS-001","Virginia","VA","RC","No",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CONGRE","Reports to congress","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"VA-ORGTYPE-CONGRE-NS",1,"32","2399","id-vi-034","id-2399","Reports to congress",""
"VA-ORGTYPE-NONSOL-NS-001","Virginia","VA","NS","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","NONSOL","Non-soliciting","EXMPTN","exemption","NS","Not Specific","VA Code § 57-49(A)",,"Code","no",,"{SS}: 57-49(A)","{SS}: 57-49(A)","",,"VA Code Ann. § 57-49(A)",,,,,,,,,,"VA-ORGTYPE-NONSOL-NS",1,"33","2400","id-vi-035","id-2400","Non-soliciting","{SS}: 57-49(A)"
"VA-ORGTYPE-MEMFRA-NS-001","Virginia","VA","FM","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","MEMFRA","Fraternal/ Membership","EXMPTN","exemption","NS","Not Specific","VA Code § 57-60(A)(4)",,"Code","no",,"{SS}: 57-60(A)(4)","{SS}: 57-60(A)(4)","",,"VA Code Ann. § 57-60(A)(4) and (A)(8)",,,,,,,,,,"VA-ORGTYPE-MEMFRA-NS",1,"34","2401","id-vi-036","id-2401","Fraternal/ Membership","{SS}: 57-60(A)(4)"
"VA-ORGTYPE-POLITI-NS-001","Virginia","VA","PO","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","POLITI","Political Orgs","EXMPTN","exemption","NS","Not Specific","VA Code § 57-48",,"Code","no",,"{SS}: 57-48","{SS}: 57-48","",,"VA Code Ann. § 57-48",,,,,,,,,,"VA-ORGTYPE-POLITI-NS",1,"35","2402","id-vi-037","id-2402","Political Orgs","{SS}: 57-48"
"VA-ORGTYPE-OTHTYP-NS-001","Virginia","VA","OT","Yes",1,1,1,15,52,"ORGTYPE","Exemptions from Registering for Specific Organization Types","OTHTYP","Other","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"57-60(A)(2) Fundraising for specific individuals, (A)(6) health area centers, (A)(9) debt management non-profits, (A)(10) agencies on aging, (A)(11) labor organizations, (A)(12) trade associations, (A)(13) EMS councils,",,,,,,,,,,"VA-ORGTYPE-OTHTYP-NS",1,"36","2403","id-vi-038","id-2403","Other",""
"VA-REMEDYT-DISSOL-NS-001","Virginia","VA","DS","Yes",1,2,2,3,52,"REMEDYT","Defined remedies","DISSOL","Dissolution","REMEDY","remedy","NS","Not Specific","VA Code § 13.1-907 ;; 13-1-907","virginia","Code","no",,"{SS}: 13.1-907 ;; 13-1-907","{SS}: 13.1-907","{SS}: 13-1-907","A. The assets of a corporation in the process of dissolution shall be applied and distributed as follows:1. All liabilities and obligations of the corporation shall be paid, satisfied and discharged, or adequate provision shall be made therefor;2. Assets held by the corporation upon condition requiring return, transfer or conveyance, which condition occurs by reason of the dissolution, shall be returned, transferred or conveyed in accordance with such requirements;3. Assets received and held by the corporation subject to limitations permitting their use only for charitable, religious, eleemosynary, benevolent, educational or similar purposes, but not held upon a condition requiring return, transfer or conveyance by reason of the dissolution, shall be transferred or conveyed to one or more domestic or foreign corporations, societies or organizations engaged in activities substantially similar to those of the dissolving corporation, pursuant to a plan of distribution adopted as provided in this Act or as a court may direct;4. Other assets, if any, shall be distributed in accordance with the provisions of the articles of incorporation or the bylaws to the extent that the articles of incorporation or bylaws determine the distributive rights of members, or any class or classes of members, or provide for distribution to others;5. Any remaining assets may be distributed to such persons, societies, organizations or domestic or foreign corporations, whether issuing shares or not, as may be specified in a plan of distribution adopted as provided in this Act or as a court may direct.B. A plan providing for the distribution of assets, not inconsistent with the provisions of this Act, may be adopted by a corporation in the process of dissolution and shall be adopted by a corporation for the purpose of authorizing any transfer or conveyance of assets for which this Act requires a plan of distribution. A plan shall be adopted in accordance with the procedures established in ss 13.1-902 or 13.1-903, as the case may be.Code 1950, ssss 13-237, 13.1-249, 13.1-250; 1956, c. 428; 1985, c. 522; 2007, c. 925.","VA Code Ann. § 13.1-907, 13.1-915; Va. Code Ann. § 2.2-507.1",,,,,,,,,,"VA-REMEDYT-DISSOL-NS",1,"37","2404","id-vi-039","id-2404","Dissolution","{SS}: 13.1-907 ;; {SS}: 13-1-907"
"VA-REMEDYT-DISSOL-NS-002","Virginia","VA","DS","Yes",1,2,2,3,52,"REMEDYT","Defined remedies","DISSOL","Dissolution","REMEDY","remedy","NS","Not Specific","VA Code § 2.2-507.1",,"Code","no",,"{SS}: 2.2-507.1","{SS}: 2.2-507.1","",,"VA Code Ann. § 13.1-907, 13.1-915; Va. Code Ann. § 2.2-507.1",,,,,,,,,,"VA-REMEDYT-DISSOL-NS",2,"37","2405","id-vi-040","id-2405","Dissolution","{SS}: 2.2-507.1"
"VA-REMEDYT-BRDRMV-NS-001","Virginia","VA","RM","Yes",1,1,1,3,52,"REMEDYT","Defined remedies","BRDRMV","Removal of Board Members","REMEDY","remedy","NS","Not Specific","VA Code § 64.2-759",,"Code","no",,"{SS}: 64.2-759","{SS}: 64.2-759","",,"Attorney General may petition to remove a trustee: Va. Code Ann. § 64.2-759",,,,,,,,,,"VA-REMEDYT-BRDRMV-NS",1,"38","2406","id-vi-041","id-2406","Removal of Board Members","{SS}: 64.2-759"
"VA-FNDRAZE-COMREG-NS-001","Virginia","VA","CF","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","COMREG","Does the state require registration by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","VA Code § 57-61",,"Code","no",,"{SS}: 57-61","{SS}: 57-61","",,"Va. Code Ann. § 57-61",,,,,,,,,,"VA-FNDRAZE-COMREG-NS",1,"39","2407","id-vi-042","id-2407","Does the state require registration by commercial fundraisers?","{SS}: 57-61"
"VA-FNDRAZE-COUNSL-NS-001","Virginia","VA","FC","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","COUNSL","Does the state require registration by fundraising counsel?","REQMNT","requirement","NS","Not Specific","VA Code § 57-61",,"Code","no",,"{SS}: 57-61","{SS}: 57-61","",,"Va. Code Ann. § 57-61",,,,,,,,,,"VA-FNDRAZE-COUNSL-NS",1,"40","2408","id-vi-043","id-2408","Does the state require registration by fundraising counsel?","{SS}: 57-61"
"VA-FNDRAZE-VENTUR-NS-001","Virginia","VA","CC","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","VENTUR","Does the state oversee commercial-coventuring (e.g. by requiring that the co-venture be registered or by requiring that the charitable organization files the co-venture contract)?","REQMNT","requirement","NS","Not Specific","VA Code § 57-61.2",,"Code","no",,"{SS}: 57-61.2","{SS}: 57-61.2","",,"Va. Code Ann. § 57-61.2",,,,,,,,,,"VA-FNDRAZE-VENTUR-NS",1,"41","2409","id-vi-044","id-2409","Does the state oversee commercial-coventuring (e.g. by requiring that the co-venture be registered or by requiring that the charitable organization files the co-venture contract)?","{SS}: 57-61.2"
"VA-FNDRAZE-NOTICE-NS-001","Virginia","VA","NT","No",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","NOTICE","Does the state require the fundraisers to provide notice to the regulator before any solicitation campaign (in addition to annual registration and/or filing the contract)?","REQMNT","requirement","NS","Not Specific","VA Code § 57-54",,"Code","no",,"{SS}: 57-54","{SS}: 57-54","",,"Contracts with professional fundraisers must be filed 10 days before commencement of solicitation. Va. Code Ann. § 57-54",,,,,,,,,,"VA-FNDRAZE-NOTICE-NS",1,"42","2410","id-vi-045","id-2410","Does the state require the fundraisers to provide notice to the regulator before any solicitation campaign (in addition to annual registration and/or filing the contract)?","{SS}: 57-54"
"VA-FNDRAZE-DDONOR-NS-001","Virginia","VA","SD","Yes",1,2,2,9,52,"FNDRAZE","Oversight of professional fundraisers","DDONOR","Does the state require specified disclosures to donors?","REQMNT","requirement","NS","Not Specific","VA Code § 57-55.2",,"Code","no",,"{SS}: 57-55.2","{SS}: 57-55.2","",,"Va. Code Ann. § 57-55.2; Va. Code Ann. § 57-55.3",,,,,,,,,,"VA-FNDRAZE-DDONOR-NS",1,"43","2411","id-vi-046","id-2411","Does the state require specified disclosures to donors?","{SS}: 57-55.2"
"VA-FNDRAZE-DDONOR-NS-002","Virginia","VA","SD","Yes",1,2,2,9,52,"FNDRAZE","Oversight of professional fundraisers","DDONOR","Does the state require specified disclosures to donors?","REQMNT","requirement","NS","Not Specific","VA Code § 57-55.3",,"Code","no",,"{SS}: 57-55.3","{SS}: 57-55.3","",,"Va. Code Ann. § 57-55.2; Va. Code Ann. § 57-55.3",,,,,,,,,,"VA-FNDRAZE-DDONOR-NS",2,"43","2412","id-vi-047","id-2412","Does the state require specified disclosures to donors?","{SS}: 57-55.3"
"VA-FNDRAZE-CNTRCT-NS-001","Virginia","VA","FF","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","CNTRCT","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","REQMNT","requirement","NS","Not Specific","VA Code § 57-54",,"Code","no",,"{SS}: 57-54","{SS}: 57-54","",,"Va. Code Ann. § 57-54",,,,,,,,,,"VA-FNDRAZE-CNTRCT-NS",1,"44","2413","id-vi-048","id-2413","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","{SS}: 57-54"
"VA-FNDRAZE-ANNUAL-NS-001","Virginia","VA","AF","Yes",1,1,1,9,52,"FNDRAZE","Oversight of professional fundraisers","ANNUAL","Does the state require annual financial reporting by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","VA Code § 57-61",,"Code","no",,"{SS}: 57-61","{SS}: 57-61","",,"Must submit financial report within 90 days of end of solicitation campaign. Va. Code Ann. § 57-61",,,,,,,,,,"VA-FNDRAZE-ANNUAL-NS",1,"45","2414","id-vi-049","id-2414","Does the state require annual financial reporting by commercial fundraisers?","{SS}: 57-61"
